Date,Open,High,Low,Close,Adj Close,Volume
2017-02-02 00:00:00-05:00,16.555999755859375,16.827999114990234,16.513999938964844,16.770000457763672,16.770000457763672,37497000
2017-02-03 00:00:00-05:00,16.79400062561035,16.812000274658203,16.64533233642578,16.755332946777344,16.755332946777344,32800500
2017-02-06 00:00:00-05:00,16.733333587646484,17.187999725341797,16.708667755126953,17.184667587280273,17.184667587280273,53437500
2017-02-07 00:00:00-05:00,17.21266746520996,17.333332061767578,17.094667434692383,17.165332794189453,17.165332794189453,63672000
2017-02-08 00:00:00-05:00,17.156667709350586,17.55733299255371,17.079999923706055,17.472000122070312,17.472000122070312,58995000
2017-02-09 00:00:00-05:00,17.75,18.07866668701172,17.74333381652832,17.946666717529297,17.946666717529297,117303000
2017-02-10 00:00:00-05:00,17.986000061035156,18.06333351135254,17.74066734313965,17.948667526245117,17.948667526245117,54295500
2017-02-13 00:00:00-05:00,18.049333572387695,18.71933364868164,18.034000396728516,18.706666946411133,18.706666946411133,105444000
2017-02-14 00:00:00-05:00,18.601999282836914,19.159332275390625,18.573999404907227,18.73200035095215,18.73200035095215,110178000
2017-02-15 00:00:00-05:00,18.666667938232422,18.81599998474121,18.429332733154297,18.650667190551758,18.650667190551758,74218500
2017-02-16 00:00:00-05:00,18.50666618347168,18.666667938232422,17.899999618530273,17.93000030517578,17.93000030517578,106159500
2017-02-17 00:00:00-05:00,17.719999313354492,18.19266700744629,17.610000610351562,18.148666381835938,18.148666381835938,93856500
2017-02-21 00:00:00-05:00,18.363332748413086,18.760000228881836,18.267332077026367,18.492666244506836,18.492666244506836,85150500
2017-02-22 00:00:00-05:00,18.687332153320312,18.89666748046875,18.17333221435547,18.233999252319336,18.233999252319336,131325000
2017-02-23 00:00:00-05:00,17.600000381469727,17.643999099731445,17.03733253479004,17.06599998474121,17.06599998474121,223728000
2017-02-24 00:00:00-05:00,16.8439998626709,17.21666717529297,16.68000030517578,17.133333206176758,17.133333206176758,122574000
2017-02-27 00:00:00-05:00,16.544666290283203,16.55733299255371,16.134000778198242,16.415332794189453,16.415332794189453,171912000
2017-02-28 00:00:00-05:00,16.279333114624023,16.733333587646484,16.260000228881836,16.666000366210938,16.666000366210938,91171500
2017-03-01 00:00:00-05:00,16.94533348083496,16.989999771118164,16.607332229614258,16.667999267578125,16.667999267578125,72142500
2017-03-02 00:00:00-05:00,16.6473331451416,16.885332107543945,16.551332473754883,16.698667526245117,16.698667526245117,50277000
2017-03-03 00:00:00-05:00,16.715999603271484,16.793333053588867,16.600000381469727,16.771333694458008,16.771333694458008,43791000
2017-03-06 00:00:00-05:00,16.527332305908203,16.780000686645508,16.500667572021484,16.747333526611328,16.747333526611328,50332500
2017-03-07 00:00:00-05:00,16.794666290283203,16.926000595092773,16.55466651916504,16.57266616821289,16.57266616821289,51892500
2017-03-08 00:00:00-05:00,16.46666717529297,16.67133331298828,16.35466766357422,16.45800018310547,16.45800018310547,55878000
2017-03-09 00:00:00-05:00,16.5086669921875,16.577333450317383,16.200000762939453,16.32666778564453,16.32666778564453,58189500
2017-03-10 00:00:00-05:00,16.413999557495117,16.433332443237305,16.200000762939453,16.246000289916992,16.246000289916992,45994500
2017-03-13 00:00:00-04:00,16.321332931518555,16.456666946411133,16.185333251953125,16.411333084106445,16.411333084106445,45339000
2017-03-14 00:00:00-04:00,16.407333374023438,17.20800018310547,16.40133285522461,17.200000762939453,17.200000762939453,113976000
2017-03-15 00:00:00-04:00,17.133333206176758,17.399999618530273,16.951332092285156,17.048667907714844,17.048667907714844,79962000
2017-03-16 00:00:00-04:00,17.49333381652832,17.71666717529297,17.270666122436523,17.469999313354492,17.469999313354492,106983000
2017-03-17 00:00:00-04:00,17.600000381469727,17.68866729736328,17.413333892822266,17.433332443237305,17.433332443237305,97462500
2017-03-20 00:00:00-04:00,17.373332977294922,17.636667251586914,17.254667282104492,17.461332321166992,17.461332321166992,54214500
2017-03-21 00:00:00-04:00,17.52199935913086,17.65333366394043,16.682666778564453,16.711999893188477,16.711999893188477,103629000
2017-03-22 00:00:00-04:00,16.770666122436523,17.004667282104492,16.700666427612305,17.000667572021484,17.000667572021484,60889500
2017-03-23 00:00:00-04:00,17.025999069213867,17.17799949645996,16.886667251586914,16.985332489013672,16.985332489013672,49803000
2017-03-24 00:00:00-04:00,17.046667098999023,17.592666625976562,17.000667572021484,17.54400062561035,17.54400062561035,84709500
2017-03-27 00:00:00-04:00,17.373332977294922,18.038000106811523,17.316667556762695,18.014667510986328,18.014667510986328,93462000
2017-03-28 00:00:00-04:00,18.468000411987305,18.711999893188477,18.333332061767578,18.496667861938477,18.496667861938477,119814000
2017-03-29 00:00:00-04:00,18.555999755859375,18.639999389648438,18.369333267211914,18.492000579833984,18.492000579833984,55143000
2017-03-30 00:00:00-04:00,18.535999298095703,18.799999237060547,18.480667114257812,18.527999877929688,18.527999877929688,62226000
2017-03-31 00:00:00-04:00,18.582000732421875,18.64533233642578,18.42133331298828,18.553333282470703,18.553333282470703,49419000
2017-04-03 00:00:00-04:00,19.126667022705078,19.933332443237305,18.972000122070312,19.90133285522461,19.90133285522461,208329000
2017-04-04 00:00:00-04:00,19.792667388916016,20.320667266845703,19.635332107543945,20.246667861938477,20.246667861938477,152019000
2017-04-05 00:00:00-04:00,20.13599967956543,20.325332641601562,19.613332748413086,19.666667938232422,19.666667938232422,118213500
2017-04-06 00:00:00-04:00,19.79199981689453,20.12933349609375,19.606666564941406,19.913333892822266,19.913333892822266,82809000
2017-04-07 00:00:00-04:00,19.833332061767578,20.179332733154297,19.809999465942383,20.16933250427246,20.16933250427246,68694000
2017-04-10 00:00:00-04:00,20.610000610351562,20.915332794189453,20.58066749572754,20.826000213623047,20.826000213623047,114967500
2017-04-11 00:00:00-04:00,20.892000198364258,20.898000717163086,20.366666793823242,20.58066749572754,20.58066749572754,85869000
2017-04-12 00:00:00-04:00,20.422666549682617,20.56333351135254,19.754667282104492,19.78933334350586,19.78933334350586,90760500
2017-04-13 00:00:00-04:00,19.780000686645508,20.492666244506836,19.68666648864746,20.266666412353516,20.266666412353516,139269000
2017-04-17 00:00:00-04:00,20.18000030517578,20.266666412353516,19.91200065612793,20.09600067138672,20.09600067138672,62080500
2017-04-18 00:00:00-04:00,19.979999542236328,20.055999755859375,19.860000610351562,20.016666412353516,20.016666412353516,45535500
2017-04-19 00:00:00-04:00,20.163999557495117,20.441333770751953,20.140666961669922,20.368000030517578,20.368000030517578,58470000
2017-04-20 00:00:00-04:00,20.43400001525879,20.610000610351562,20.01533317565918,20.167333602905273,20.167333602905273,92241000
2017-04-21 00:00:00-04:00,20.133333206176758,20.426666259765625,20.027999877929688,20.373332977294922,20.373332977294922,67647000
2017-04-24 00:00:00-04:00,20.614667892456055,20.703332901000977,20.40133285522461,20.53533363342285,20.53533363342285,76252500
2017-04-25 00:00:00-04:00,20.53333282470703,20.93199920654297,20.390666961669922,20.91933250427246,20.91933250427246,101065500
2017-04-26 00:00:00-04:00,20.82466697692871,20.96666717529297,20.600000381469727,20.67799949645996,20.67799949645996,70425000
2017-04-27 00:00:00-04:00,20.779333114624023,20.87266731262207,20.5,20.575332641601562,20.575332641601562,52029000
2017-04-28 00:00:00-04:00,20.655332565307617,20.98666763305664,20.53333282470703,20.937999725341797,20.937999725341797,67582500
2017-05-01 00:00:00-04:00,20.992000579833984,21.816667556762695,20.987333297729492,21.52199935913086,21.52199935913086,132444000
2017-05-02 00:00:00-04:00,21.600000381469727,21.8439998626709,21.104000091552734,21.25933265686035,21.25933265686035,80742000
2017-05-03 00:00:00-04:00,21.17799949645996,21.435333251953125,20.696666717529297,20.73466682434082,20.73466682434082,107001000
2017-05-04 00:00:00-04:00,20.496000289916992,20.51799964904785,19.384000778198242,19.69733238220215,19.69733238220215,212280000
2017-05-05 00:00:00-04:00,19.866666793823242,20.56999969482422,19.786666870117188,20.55666732788086,20.55666732788086,122659500
2017-05-08 00:00:00-04:00,20.726667404174805,20.91933250427246,20.38800048828125,20.479333877563477,20.479333877563477,105097500
2017-05-09 00:00:00-04:00,20.625333786010742,21.465999603271484,20.606666564941406,21.417333602905273,21.417333602905273,145147500
2017-05-10 00:00:00-04:00,21.437332153320312,21.700000762939453,21.20800018310547,21.681333541870117,21.681333541870117,86124000
2017-05-11 00:00:00-04:00,21.559999465942383,21.733333587646484,21.30666732788086,21.540000915527344,21.540000915527344,71307000
2017-05-12 00:00:00-04:00,21.698667526245117,21.799999237060547,21.435333251953125,21.65399932861328,21.65399932861328,61824000
2017-05-15 00:00:00-04:00,21.225332260131836,21.34666633605957,20.8353328704834,21.058666229248047,21.058666229248047,114330000
2017-05-16 00:00:00-04:00,21.172666549682617,21.33733367919922,21.00933265686035,21.134000778198242,21.134000778198242,62287500
2017-05-17 00:00:00-04:00,20.959333419799805,20.975332260131836,20.366666793823242,20.407333374023438,20.407333374023438,100678500
2017-05-18 00:00:00-04:00,20.46666717529297,20.929332733154297,20.354000091552734,20.87066650390625,20.87066650390625,84807000
2017-05-19 00:00:00-04:00,21.03333282470703,21.100000381469727,20.68000030517578,20.722000122070312,20.722000122070312,70314000
2017-05-22 00:00:00-04:00,20.85333251953125,20.95800018310547,20.453332901000977,20.690000534057617,20.690000534057617,64938000
2017-05-23 00:00:00-04:00,20.69733238220215,20.715333938598633,20.23200035095215,20.257333755493164,20.257333755493164,64776000
2017-05-24 00:00:00-04:00,20.43400001525879,20.733333587646484,20.360000610351562,20.681333541870117,20.681333541870117,75499500
2017-05-25 00:00:00-04:00,20.73466682434082,21.131332397460938,20.520666122436523,21.121999740600586,21.121999740600586,75210000
2017-05-26 00:00:00-04:00,21.152000427246094,21.69933319091797,21.08733367919922,21.676000595092773,21.676000595092773,117033000
2017-05-30 00:00:00-04:00,21.733333587646484,22.41866683959961,21.71733283996582,22.34000015258789,22.34000015258789,116743500
2017-05-31 00:00:00-04:00,22.512666702270508,22.859333038330078,22.3439998626709,22.733999252319336,22.733999252319336,149451000
2017-06-01 00:00:00-04:00,22.933332443237305,22.992000579833984,22.486000061035156,22.691333770751953,22.691333770751953,114120000
2017-06-02 00:00:00-04:00,22.65133285522461,22.858667373657227,22.39533233642578,22.656667709350586,22.656667709350586,83853000
2017-06-05 00:00:00-04:00,22.566667556762695,23.229333877563477,22.28066635131836,23.154666900634766,23.154666900634766,101766000
2017-06-06 00:00:00-04:00,22.979999542236328,23.965999603271484,22.6646671295166,23.523332595825195,23.523332595825195,166302000
2017-06-07 00:00:00-04:00,23.756000518798828,24.03333282470703,23.676000595092773,23.976667404174805,23.976667404174805,140970000
2017-06-08 00:00:00-04:00,24.25,24.793333053588867,24.014667510986328,24.666667938232422,24.666667938232422,135922500
2017-06-09 00:00:00-04:00,24.961332321166992,25.124666213989258,23.65333366394043,23.821332931518555,23.821332931518555,258921000
2017-06-12 00:00:00-04:00,23.865999221801758,24.299999237060547,23.374666213989258,23.93400001525879,23.93400001525879,157765500
2017-06-13 00:00:00-04:00,24.507999420166016,25.066667556762695,24.44066619873047,25.06333351135254,25.06333351135254,177118500
2017-06-14 00:00:00-04:00,25.4060001373291,25.616666793823242,25.08733367919922,25.37733268737793,25.37733268737793,192276000
2017-06-15 00:00:00-04:00,24.833332061767578,25.03066635131836,24.432666778564453,25.022666931152344,25.022666931152344,156397500
2017-06-16 00:00:00-04:00,25.198667526245117,25.200666427612305,24.67333221435547,24.760000228881836,24.760000228881836,100965000
2017-06-19 00:00:00-04:00,25.0,25.113332748413086,24.520000457763672,24.65333366394043,24.65333366394043,98239500
2017-06-20 00:00:00-04:00,25.1113338470459,25.2586669921875,24.648666381835938,24.81599998474121,24.81599998474121,111580500
2017-06-21 00:00:00-04:00,24.956666946411133,25.132667541503906,24.534666061401367,25.093332290649414,25.093332290649414,73848000
2017-06-22 00:00:00-04:00,25.19933319091797,25.666667938232422,24.904666900634766,25.507333755493164,25.507333755493164,112947000
2017-06-23 00:00:00-04:00,25.496667861938477,25.799333572387695,25.290000915527344,25.56333351135254,25.56333351135254,96687000
2017-06-26 00:00:00-04:00,25.779333114624023,25.796667098999023,24.873332977294922,25.166000366210938,25.166000366210938,99061500
2017-06-27 00:00:00-04:00,25.093332290649414,25.093332290649414,24.134666442871094,24.158000946044922,24.158000946044922,104946000
2017-06-28 00:00:00-04:00,24.44533348083496,24.78266716003418,24.167999267578125,24.749332427978516,24.749332427978516,94537500
2017-06-29 00:00:00-04:00,24.707332611083984,24.733333587646484,23.606666564941406,24.049999237060547,24.049999237060547,123315000
2017-06-30 00:00:00-04:00,24.247333526611328,24.451332092285156,23.974666595458984,24.107332229614258,24.107332229614258,87727500
2017-07-03 00:00:00-04:00,24.682666778564453,24.75666618347168,23.433332443237305,23.507999420166016,23.507999420166016,94581000
2017-07-05 00:00:00-04:00,23.14666748046875,23.14933204650879,21.755332946777344,21.805999755859375,21.805999755859375,255700500
2017-07-06 00:00:00-04:00,21.150667190551758,21.38599967956543,20.420000076293945,20.588666915893555,20.588666915893555,289867500
2017-07-07 00:00:00-04:00,20.899999618530273,21.133333206176758,20.492000579833984,20.881332397460938,20.881332397460938,212653500
2017-07-10 00:00:00-04:00,20.860000610351562,21.195999145507812,20.208667755126953,21.06999969482422,21.06999969482422,207313500
2017-07-11 00:00:00-04:00,21.066667556762695,21.818666458129883,20.953332901000977,21.814666748046875,21.814666748046875,173391000
2017-07-12 00:00:00-04:00,22.02666664123535,22.206666946411133,21.633333206176758,21.968000411987305,21.968000411987305,155191500
2017-07-13 00:00:00-04:00,22.007333755493164,22.106666564941406,21.33133316040039,21.560667037963867,21.560667037963867,128917500
2017-07-14 00:00:00-04:00,21.54599952697754,21.89466667175293,21.4146671295166,21.851999282836914,21.851999282836914,84378000
2017-07-17 00:00:00-04:00,21.702667236328125,21.80666732788086,20.89666748046875,21.30466651916504,21.30466651916504,148153500
2017-07-18 00:00:00-04:00,21.166667938232422,21.941999435424805,21.04400062561035,21.882667541503906,21.882667541503906,95605500
2017-07-19 00:00:00-04:00,21.881999969482422,22.110000610351562,21.54800033569336,21.68400001525879,21.68400001525879,95355000
2017-07-20 00:00:00-04:00,21.793333053588867,22.014667510986328,21.613332748413086,21.994667053222656,21.994667053222656,77493000
2017-07-21 00:00:00-04:00,21.964000701904297,22.083999633789062,21.719999313354492,21.893333435058594,21.893333435058594,73524000
2017-07-24 00:00:00-04:00,22.016000747680664,22.893333435058594,22.000667572021484,22.834667205810547,22.834667205810547,129556500
2017-07-25 00:00:00-04:00,23.0,23.040000915527344,22.27666664123535,22.639999389648438,22.639999389648438,104838000
2017-07-26 00:00:00-04:00,22.69066619873047,23.03333282470703,22.541332244873047,22.92333221435547,22.92333221435547,72312000
2017-07-27 00:00:00-04:00,23.066667556762695,23.166667938232422,21.752666473388672,22.297332763671875,22.297332763671875,124536000
2017-07-28 00:00:00-04:00,22.459333419799805,22.639999389648438,22.167333602905273,22.33799934387207,22.33799934387207,73206000
2017-07-31 00:00:00-04:00,22.366666793823242,22.766000747680664,21.402666091918945,21.564666748046875,21.564666748046875,128026500
2017-08-01 00:00:00-04:00,21.53333282470703,21.6299991607666,21.075332641601562,21.30466651916504,21.30466651916504,124546500
2017-08-02 00:00:00-04:00,21.262666702270508,21.808000564575195,20.74799919128418,21.72599983215332,21.72599983215332,196372500
2017-08-03 00:00:00-04:00,23.02199935913086,23.333332061767578,22.876667022705078,23.139333724975586,23.139333724975586,203025000
2017-08-04 00:00:00-04:00,23.133333206176758,23.81800079345703,22.886667251586914,23.79400062561035,23.79400062561035,139033500
2017-08-07 00:00:00-04:00,23.823333740234375,23.965333938598633,23.516666412353516,23.67799949645996,23.67799949645996,94867500
2017-08-08 00:00:00-04:00,23.8353328704834,24.57200050354004,23.82666778564453,24.347999572753906,24.347999572753906,111747000
2017-08-09 00:00:00-04:00,24.066667556762695,24.666667938232422,23.93000030517578,24.235332489013672,24.235332489013672,103381500
2017-08-10 00:00:00-04:00,24.106666564941406,24.44333267211914,23.643999099731445,23.69333267211914,23.69333267211914,106393500
2017-08-11 00:00:00-04:00,23.79800033569336,24.083999633789062,23.57466697692871,23.857999801635742,23.857999801635742,65487000
2017-08-14 00:00:00-04:00,24.308666229248047,24.51066780090332,24.17333221435547,24.253332138061523,24.253332138061523,67788000
2017-08-15 00:00:00-04:00,24.34666633605957,24.365999221801758,23.95800018310547,24.155332565307617,24.155332565307617,46276500
2017-08-16 00:00:00-04:00,24.200000762939453,24.433332443237305,24.167999267578125,24.194000244140625,24.194000244140625,51207000
2017-08-17 00:00:00-04:00,24.08066749572754,24.219999313354492,23.439332962036133,23.461332321166992,23.461332321166992,75415500
2017-08-18 00:00:00-04:00,23.527332305908203,23.600000381469727,23.053333282470703,23.163999557495117,23.163999557495117,81123000
2017-08-21 00:00:00-04:00,23.05466651916504,23.05466651916504,22.123332977294922,22.52400016784668,22.52400016784668,97431000
2017-08-22 00:00:00-04:00,22.742000579833984,22.81599998474121,22.4913330078125,22.75666618347168,22.75666618347168,64830000
2017-08-23 00:00:00-04:00,22.599332809448242,23.56599998474121,22.553333282470703,23.51799964904785,23.51799964904785,74317500
2017-08-24 00:00:00-04:00,23.501333236694336,23.777332305908203,23.31599998474121,23.528667449951172,23.528667449951172,68770500
2017-08-25 00:00:00-04:00,23.615999221801758,23.71266746520996,23.15333366394043,23.203332901000977,23.203332901000977,52260000
2017-08-28 00:00:00-04:00,23.152000427246094,23.156667709350586,22.648000717163086,23.04400062561035,23.04400062561035,56460000
2017-08-29 00:00:00-04:00,22.631999969482422,23.270000457763672,22.583332061767578,23.157333374023438,23.157333374023438,61105500
2017-08-30 00:00:00-04:00,23.31133270263672,23.564666748046875,23.133333206176758,23.545333862304688,23.545333862304688,51193500
2017-08-31 00:00:00-04:00,23.56999969482422,23.895999908447266,23.521333694458008,23.726667404174805,23.726667404174805,61092000
2017-09-01 00:00:00-04:00,23.7413330078125,23.839332580566406,23.57933235168457,23.69333267211914,23.69333267211914,45742500
2017-09-05 00:00:00-04:00,23.586666107177734,23.69933319091797,23.05933380126953,23.305999755859375,23.305999755859375,57526500
2017-09-06 00:00:00-04:00,23.299999237060547,23.398666381835938,22.770666122436523,22.968666076660156,22.968666076660156,61371000
2017-09-07 00:00:00-04:00,23.065332412719727,23.498666763305664,22.89666748046875,23.374000549316406,23.374000549316406,63588000
2017-09-08 00:00:00-04:00,23.266000747680664,23.318666458129883,22.81999969482422,22.893333435058594,22.893333435058594,48952500
2017-09-11 00:00:00-04:00,23.42333221435547,24.247333526611328,23.333332061767578,24.246000289916992,24.246000289916992,115006500
2017-09-12 00:00:00-04:00,24.299333572387695,24.583999633789062,24.02666664123535,24.183332443237305,24.183332443237305,89593500
2017-09-13 00:00:00-04:00,24.254667282104492,24.538000106811523,23.972667694091797,24.415332794189453,24.415332794189453,62778000
2017-09-14 00:00:00-04:00,24.288667678833008,25.19733238220215,24.17533302307129,25.176000595092773,25.176000595092773,108037500
2017-09-15 00:00:00-04:00,24.96733283996582,25.333332061767578,24.84666633605957,25.320667266845703,25.320667266845703,81307500
2017-09-18 00:00:00-04:00,25.350000381469727,25.974000930786133,25.178667068481445,25.666667938232422,25.666667938232422,107820000
2017-09-19 00:00:00-04:00,25.333332061767578,25.492666244506836,24.904666900634766,25.00666618347168,25.00666618347168,96778500
2017-09-20 00:00:00-04:00,24.866666793823242,25.21666717529297,24.738000869750977,24.92733383178711,24.92733383178711,73786500
2017-09-21 00:00:00-04:00,24.99333381652832,25.121999740600586,24.30066680908203,24.43199920654297,24.43199920654297,69273000
2017-09-22 00:00:00-04:00,24.432666778564453,24.65999984741211,23.392000198364258,23.4060001373291,23.4060001373291,122391000
2017-09-25 00:00:00-04:00,23.543333053588867,23.83133316040039,22.858667373657227,22.999332427978516,22.999332427978516,114088500
2017-09-26 00:00:00-04:00,23.39533233642578,23.416000366210938,22.726667404174805,23.016666412353516,23.016666412353516,107344500
2017-09-27 00:00:00-04:00,23.32666778564453,23.432666778564453,22.700000762939453,22.731332778930664,22.731332778930664,90904500
2017-09-28 00:00:00-04:00,22.658666610717773,22.850000381469727,22.360000610351562,22.639999389648438,22.639999389648438,79794000
2017-09-29 00:00:00-04:00,22.790666580200195,22.978666305541992,22.573333740234375,22.739999771118164,22.739999771118164,76606500
2017-10-02 00:00:00-04:00,22.834667205810547,22.913333892822266,22.367332458496094,22.768667221069336,22.768667221069336,79302000
2017-10-03 00:00:00-04:00,22.393333435058594,23.23666763305664,22.0853328704834,23.209333419799805,23.209333419799805,152304000
2017-10-04 00:00:00-04:00,23.416667938232422,23.908000946044922,23.30666732788086,23.667333602905273,23.667333602905273,122452500
2017-10-05 00:00:00-04:00,23.733333587646484,23.82933235168457,23.42333221435547,23.68866729736328,23.68866729736328,62575500
2017-10-06 00:00:00-04:00,23.540000915527344,24.00666618347168,23.483333587646484,23.79199981689453,23.79199981689453,64462500
2017-10-09 00:00:00-04:00,23.309999465942383,23.450000762939453,22.844667434692383,22.862667083740234,22.862667083740234,112405500
2017-10-10 00:00:00-04:00,23.1200008392334,23.708667755126953,23.03533363342285,23.70599937438965,23.70599937438965,104677500
2017-10-11 00:00:00-04:00,23.592666625976562,23.84000015258789,23.40999984741211,23.639999389648438,23.639999389648438,67512000
2017-10-12 00:00:00-04:00,23.530000686645508,23.985332489013672,23.50933265686035,23.711999893188477,23.711999893188477,61305000
2017-10-13 00:00:00-04:00,23.798667907714844,23.89933204650879,23.57866668701172,23.704666137695312,23.704666137695312,53107500
2017-10-16 00:00:00-04:00,23.583999633789062,23.631999969482422,23.143999099731445,23.373332977294922,23.373332977294922,80632500
2017-10-17 00:00:00-04:00,23.393999099731445,23.74799919128418,23.33799934387207,23.71666717529297,23.71666717529297,49399500
2017-10-18 00:00:00-04:00,23.731332778930664,24.200000762939453,23.608667373657227,23.976667404174805,23.976667404174805,74086500
2017-10-19 00:00:00-04:00,23.70400047302246,23.809999465942383,23.213333129882812,23.45400047302246,23.45400047302246,75927000
2017-10-20 00:00:00-04:00,23.512666702270508,23.636667251586914,22.95599937438965,23.00666618347168,23.00666618347168,73956000
2017-10-23 00:00:00-04:00,23.325332641601562,23.329999923706055,22.416667938232422,22.468000411987305,22.468000411987305,86209500
2017-10-24 00:00:00-04:00,22.586666107177734,22.85333251953125,22.410667419433594,22.48933219909668,22.48933219909668,67375500
2017-10-25 00:00:00-04:00,22.446666717529297,22.5,21.570667266845703,21.722667694091797,21.722667694091797,128911500
2017-10-26 00:00:00-04:00,21.851999282836914,22.01533317565918,21.546667098999023,21.744667053222656,21.744667053222656,75352500
2017-10-27 00:00:00-04:00,21.316667556762695,21.639333724975586,21.110666275024414,21.391332626342773,21.391332626342773,104695500
2017-10-30 00:00:00-04:00,21.278667449951172,21.5853328704834,21.149999618530273,21.338666915893555,21.338666915893555,63816000
2017-10-31 00:00:00-04:00,21.34866714477539,22.1299991607666,21.345333099365234,22.101999282836914,22.101999282836914,85084500
2017-11-01 00:00:00-04:00,22.149999618530273,22.173999786376953,21.35066795349121,21.405332565307617,21.405332565307617,126859500
2017-11-02 00:00:00-04:00,20.0086669921875,20.57933235168457,19.5086669921875,19.950666427612305,19.950666427612305,296871000
2017-11-03 00:00:00-04:00,19.96666717529297,20.416667938232422,19.67533302307129,20.4060001373291,20.4060001373291,133410000
2017-11-06 00:00:00-05:00,20.46666717529297,20.5,19.93400001525879,20.185333251953125,20.185333251953125,97290000
2017-11-07 00:00:00-05:00,20.06800079345703,20.433332443237305,20.00200080871582,20.40333366394043,20.40333366394043,79414500
2017-11-08 00:00:00-05:00,20.366666793823242,20.459333419799805,20.086666107177734,20.292667388916016,20.292667388916016,70879500
2017-11-09 00:00:00-05:00,20.166667938232422,20.297332763671875,19.753332138061523,20.19933319091797,20.19933319091797,81706500
2017-11-10 00:00:00-05:00,20.166667938232422,20.55733299255371,20.123332977294922,20.19933319091797,20.19933319091797,69381000
2017-11-13 00:00:00-05:00,20.0086669921875,21.1200008392334,19.94066619873047,21.02666664123535,21.02666664123535,113773500
2017-11-14 00:00:00-05:00,21.0,21.09000015258789,20.459999084472656,20.579999923706055,20.579999923706055,85141500
2017-11-15 00:00:00-05:00,20.400667190551758,20.832666397094727,20.100000381469727,20.753332138061523,20.753332138061523,89680500
2017-11-16 00:00:00-05:00,20.932666778564453,21.209333419799805,20.753332138061523,20.833332061767578,20.833332061767578,87331500
2017-11-17 00:00:00-05:00,21.711332321166992,21.777999877929688,20.876667022705078,21.003332138061523,21.003332138061523,206026500
2017-11-20 00:00:00-05:00,20.91933250427246,21.03333282470703,20.316667556762695,20.582666397094727,20.582666397094727,123715500
2017-11-21 00:00:00-05:00,20.724000930786133,21.215333938598633,20.58066749572754,21.187332153320312,21.187332153320312,108919500
2017-11-22 00:00:00-05:00,21.118000030517578,21.161333084106445,20.78933334350586,20.84000015258789,20.84000015258789,73764000
2017-11-24 00:00:00-05:00,20.91933250427246,21.0939998626709,20.733333587646484,21.036666870117188,21.036666870117188,48661500
2017-11-27 00:00:00-05:00,20.883333206176758,21.1560001373291,20.634000778198242,21.12066650390625,21.12066650390625,68338500
2017-11-28 00:00:00-05:00,21.090667724609375,21.333332061767578,20.92799949645996,21.170000076293945,21.170000076293945,74242500
